timestamp,session_id,ip_address,country,region,city,location,source,landing_path,browser,os,device_type,device_name,language,timezone,screen,viewport,user_agent,notes
2026-08-04T00:37:33.351Z,9fa9848ee05c2f152d8445e28b72dfea,97.97.18.214,US,Florida,Wesley Chapel,"Wesley Chapel, Florida, US",Direct,/,Safari,macOS,desktop,Mac,en-US,America/New_York,1470x956,1410x748,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Safari/605.1.15",Left page after 1s (tab/window close)
2026-08-04T00:45:01.076Z,f9386767f650c4932a3cc4c69588cff2:2,136.32.174.93,US,Kansas,Overland Park,"Overland Park, Kansas, US",Internal,/sell/?device=iphone-14-pro&storage=128GB&carrier=att&quality=fair,Safari,macOS,desktop,Mac,en-US,America/Chicago,1512x982,1512x722,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15 Ddg/18.6",Left page after 36731s (tab/window hidden)
2026-08-04T01:05:34.169Z,eb520d6af8593ddbbd6f50f5ac2e580d:3,68.5.186.3,US,California,Laguna Niguel,"Laguna Niguel, California, US",Direct,/reoffer-action.html?orderId=SHC-24381&deviceKey=SHC-24381%3A%3A0&token=84f9b408-5f6b-4a59-934b-5430aba95729&fromEmailLink=1&fromReofferLink=1,Chrome,Windows,desktop,Windows PC,en-US,America/Los_Angeles,1805x1204,1806x1115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",Page params: orderId=SHC-24381&deviceKey=SHC-24381%3A%3A0&token=84f9b408-5f6b-4a59-934b-5430aba95729&fromEmailLink=1&fromReofferLink=1 | Left page after 5s (tab/window close) | Clicked a: Login/Sign Up after 3s | Clicked a: Login/Sign Up after 13s | Clicked button: Login with Google after 14s | Left page after 25s (tab/window hidden)
2026-08-04T01:54:45.461Z,a2a93151558c2adaba52555252917d32,50.48.146.186,US,New York,Rochester,"Rochester, New York, US",Internal,/track-order.html?orderId=SHC-24218&email=jasonlodice%40gmail.com&deviceKey=SHC-24218%3A%3A0&fromEmailLink=1,Safari,iOS,mobile,iPhone,en-US,America/New_York,430x932,430x775,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",Left page after 2s (tab/window hidden)
2026-08-04T01:59:09.618Z,eb520d6af8593ddbbd6f50f5ac2e580d:4,68.5.186.3,US,California,Laguna Niguel,"Laguna Niguel, California, US",Direct,/reoffer-action.html?orderId=SHC-24381&deviceKey=SHC-24381%3A%3A0&token=84f9b408-5f6b-4a59-934b-5430aba95729&fromEmailLink=1&fromReofferLink=1,Chrome,Windows,desktop,Windows PC,en-US,America/Los_Angeles,1805x1204,1566x1154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",Clicked button: Close login modal after 3241s
2026-08-04T04:06:41.519Z,d3c19017e6ea840e9bed69ae9fbe3772,35.147.110.22,US,Texas,San Antonio,"San Antonio, Texas, US",Direct,/track-order.html?orderId=SHC-24399&fromEmailLink=1&email=matt81olsen%40gmail.com,Chrome,Windows,desktop,Windows PC,en-US,America/Chicago,3840x2160,1862x2027,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",Page params: orderId=SHC-24399&fromEmailLink=1&email=matt81olsen%40gmail.com | Left page after 31s (tab/window hidden)
2026-08-04T11:05:42.586Z,1cf4a09ac08199ae4a8fbdd6ad425982,50.48.146.186,US,New York,Rochester,"Rochester, New York, US",Internal,/track-order.html?orderId=SHC-24218&email=jasonlodice%40gmail.com&deviceKey=SHC-24218%3A%3A0&fromEmailLink=1,Safari,iOS,mobile,iPhone,en-US,America/New_York,430x932,430x775,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",Page params: orderId=SHC-24218&email=jasonlodice%40gmail.com&deviceKey=SHC-24218%3A%3A0&fromEmailLink=1 | Left page after 2s (tab/window hidden)
2026-08-04T11:49:27.888Z,103d931e9e2a7edc7d13855b3d4251d1,104.139.84.8,US,North Carolina,Charlotte,"Charlotte, North Carolina, US",SellCell,/sell/?device=iphone-14&storage=128GB&carrier=tmobile&quality=broken&utm_source=sellcell.com&utm_medium=referral,Safari,iOS,mobile,iPhone,en-US,America/New_York,393x852,393x657,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/151.0.7922.57 Mobile/15E148 Safari/604.1",Page params: device=iphone-14&storage=128GB&carrier=tmobile&quality=broken&utm_source=sellcell.com&utm_medium=referral | Left page after 3s (tab/window hidden)
2026-08-04T13:07:26.605Z,06c71d967933b482fc43c8dba3436598,50.224.38.97,US,New Jersey,West Berlin,"West Berlin, New Jersey, US",direct,/track-order.html,Chrome,Android,mobile,Android Device,en-US,America/New_York,412x915,411x781,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",Completed Order ID: SHC-24319 after 4s | Completed Email: stevencfloydii@outlook.com after 8s | Clicked button: Check status after 8s | Left page after 39s (internal navigation) | Clicked a: Terms & Conditions after 86s | Clicked button: Close Terms & Conditions after 155s | Clicked a: About Us after 159s | Clicked button: Close About Us after 170s
2026-08-04T14:34:37.438Z,6823843264eab63bf917490ec541412a:2,71.255.49.16,US,New York,Brooklyn,"Brooklyn, New York, US",referral_secondhandcell.com,/sell/?device=iphone-14-pro&storage=256GB&carrier=unlocked&quality=broken,Chrome,Windows,desktop,Windows PC,en-US,America/New_York,1920x1080,1920x911,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",
2026-08-04T15:47:24.334Z,dabc0023a8443b170887e8e325a5e2f2,71.255.49.16,US,New York,Brooklyn,"Brooklyn, New York, US",Internal,/order-submitted.html?id=SHC-24400&price=73.00&device=IPHONE+16+PLUS&qty=1&name=Saul+Setton&street=1966+W+3RD+ST&unit=&city=BROOKLYN&state=NY&zip=11223-2709&payMethod=paypal&shipping=faster_shipping&autoLabelStatus=generated,Chrome,Windows,desktop,Windows PC,en-US,America/New_York,1920x1080,1920x945,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","Clicked div: iPhone after 1s | Clicked div: IPHONE 16 PLUS after 1s | Clicked button: Yes, This Is It after 2s | Clicked div: 512GB after 3s | Clicked div: Unlocked after 4s | Clicked div: No Power / Severely Damaged after 4s | Clicked button: Lock In Offer after 6s | Left page after 7s (tab/window close) | Completed city: BROOKLYN after 2s | Completed contact_email_manual: saulsetton87@gmail.com after 4s | Clicked button: Continue after 10s | Clicked button: Review Trade-In after 14s | Clicked button: 02Contact after 20s | Completed state: Nevada after 27s | Completed city: = after 33s | Clicked button: Continue after 37s | Completed city: BROOKLYN after 38s | Completed state: New York after 43s | Clicked button: Continue after 44s | Clicked button: Review Trade-In after 46s | Clicked button: Checkout Now after 49s | Left page after 51s (tab/window hidden) | Page params: id=SHC-24400&price=73.00&device=IPHONE+16+PLUS&qty=1&name=Saul+Setton&street=1966+W+3RD+ST&unit=&city=BROOKLYN&state=NY&zip=11223-2709&payMethod=paypal&shipping=faster_shipping&autoLabelStatus=generated | Left page after 3s (tab/window hidden)"
